Date,Close,High,Low,Open,Volume,sentiment_score,MA_5,MA_10,MA_20,MA_50,RSI,Price_Change,Volume_Change,Volatility
2015-03-16,0.5015693025054268,0.48211503080774165,0.4980379608796087,0.483156520126097,0.05766851055111657,0.0,0.4901641651866827,0.5012792192412748,0.529643573563553,0.5385451962852534,0.2207282139773295,0.6166142853968934,0.09077001188365022,0.15796624180726054
2015-03-17,0.4989668071050334,0.48954088996126377,0.5041314807686653,0.5012637405697058,0.05774226592911289,0.429637511818692,0.49021472107262387,0.4966839248760212,0.5272799317890069,0.5387812507873482,0.20008732942254437,0.5838417270849054,0.12200015408748424,0.1641449837091597
2015-03-18,0.5108035234955405,0.49521721172262356,0.5104622608247017,0.4921936650165273,0.09706207744314688,0.6393776129479044,0.49472249318070294,0.49470366730274906,0.5254446704635152,0.5393036400631781,0.241972733100895,0.6338400146831805,0.1770143451671222,0.16284828681975172
2015-03-19,0.5296917364451733,0.5109747430207482,0.5274138220216819,0.5131033692975926,0.10997746363450112,0.727076785876662,0.5022438252356808,0.4962856421357108,0.5244884079464707,0.5405920339638464,0.38043783279455295,0.6576729450756529,0.13479468403407327,0.15780192493809514
2015-03-20,0.5246205350815999,0.5122985908335339,0.5330237495506013,0.5180733662446457,0.12473673427576315,0.6393776129479044,0.508432246650366,0.4974970789369443,0.5231059006049554,0.5415011727129428,0.34210980352525533,0.5756795569687889,0.13536394500207755,0.1504033914085432
2015-03-23,0.53107902185855,0.5142156823658305,0.5376642510351316,0.5246019756814444,0.08008195041999591,0.04259624073868373,0.5145414076462088,0.4996273505925882,0.5220701697156584,0.5423644602347337,0.4166879054537564,0.6147754086605529,0.08480893858730712,0.1428347226739582
2015-03-24,0.5259396037463581,0.5104260457382402,0.5299334972452793,0.5217021775136874,0.08809670149559515,0.0,0.5201253698390765,0.5025098096362403,0.521009560999748,0.5429928190658142,0.452302467906223,0.5754669267248298,0.1310356187239712,0.1365441147717648
2015-03-25,0.5329050097111035,0.5171507503523048,0.53446748246951,0.517695085811027,0.07681212866215939,0.727076785876662,0.5247008636254648,0.5071565498822025,0.5202528530519859,0.5436501547467407,0.5715132338455912,0.6164735923305403,0.10983649944105427,0.13028519125983684
2015-03-26,0.5312182051782118,0.5159706418780098,0.5356653101141405,0.5194233123233243,0.07065765212046712,0.34681620788500817,0.5250168762290973,0.51116591229323,0.5190272846632453,0.5440184178853376,0.5707574126962481,0.5871448213864232,0.1146819514583143,0.11776848264608698
2015-03-27,0.5306290028424704,0.5136774040590416,0.5367926961437431,0.5247694787640764,0.09230895308338455,0.705265855524053,0.5262607612166247,0.5149680686630574,0.5180071696489568,0.544507846474217,0.5816952823711105,0.5908471582353376,0.14869389003809177,0.10733766546371433
2015-03-30,0.5506061454723751,0.535422019016757,0.5534622774211732,0.5348220913029011,0.17128457283343576,0.4509356321880338,0.5303033053193004,0.5201613919891047,0.5179093606029148,0.5451683779242786,0.7413535728623479,0.660385438071146,0.2036065225224543,0.10571063369977722
2015-03-31,0.5530846873388445,0.5443409811804593,0.5617055473252118,0.5556674119164142,0.16988322065150582,0.8592750236373838,0.535922934700647,0.5258928304906395,0.5185088931728452,0.5462129620176082,0.8304631869565371,0.6010945758879567,0.12098962513582052,0.11432126458748203
